HHID,PN,RSUBHH,QSUBHH,RPN_SP,RCSR,RFAMR,RFINR,RT001,RT002,RT003,RT004M1,RT004M2,RT004M3,RT004M4,RT004M5,RT004M6,RT004M7,RT004M8,RT004M9,RT004M10,RT005,RT006,RT007M1,RT007M2,RT007M3,RT007M4,RT007M5,RT007M6,RT007M7,RT007M8,RT008,RT011,RT012,RT013,RT014,RT015,RT016,RT017M1,RT017M2,RT017M3,RT017M4,RT017M5,RT017M6,RT017M7,RT017M8,RT017M9,RT018,RT019,RT020,RT021,RT022,RT023,RT024,RT025,RT026,RT027,RT028,RT029M1,RT029M2,RT029M3,RT029M4,RT029M5,RT029M6,RT029M7,RT031,RT032,RT033,RT034,RT035,RT036,RT037,RT038,RT039,RT040,RT041,RT042,RT043,RT044,RT252,RT245,RT246,RT247M1,RT247M2,RT247M3,RT247M4,RT248M1,RT248M2,RT248M3,RT248M4,RT248M5,RT248M6,RT250,RT251,RT254,RT255,RT256M1,RT256M2,RT256M3,RT257,RT258M1,RT258M2,RT258M3,RT047,RCOVFLAG,RTMODE,RVDATE,RVERSION
b'056550',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,2.0,20000.0,,,,4.0,5.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,1.0,1.0
b'056564',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20000.0,,,,3.0,7.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,7.0,3.0,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'056566',b'020',b'0',b'0',b'030',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,999999998.0,0.0,99999996.0,98.0,91.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'056566',b'030',b'0',b'0',b'020',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,2.0,1.0
b'056644',b'020',b'0',b'0',b'030',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'056644',b'030',b'0',b'0',b'020',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,93.0,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'056651',b'010',b'0',b'0',b'011',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,8.0,,,,,,,,,,1.0,,1.0,8.0,1.0
b'056651',b'011',b'0',b'0',b'010',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,7.0,1.0
b'056665',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,9.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,6.0,97.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'056676',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'056703',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,25000.0,,,,3.0,97.0,,,,,,,,1.0,,,,,,34.0,1.0,,,,,,,,,,,1.0,25000.0,,,,1.0,25000.0,,,,2.0,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'056712',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,15000.0,,,,3.0,,,,,,,,,1.0,,,,,,300.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,,,,,,8.0,,,,,,,,,,,1.0,,1.0,2.0,1.0
b'056714',b'010',b'7',b'7',b'020',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,10000.0,,,,91.0,3.0,4.0,5.0,,,,,,1.0,2.0,20000.0,,,,1500.0,2.0,,,,91.0,3.0,4.0,5.0,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,4.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'056714',b'020',b'7',b'7',b'010',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,275000.0,,,,97.0,6.0,8.0,91.0,,,,,,1.0,4.0,9999998.0,250001.0,99999996.0,,425.0,2.0,,,,6.0,8.0,91.0,94.0,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,6.0,8.0,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'056747',b'020',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'056754',b'010',b'0',b'0',b'040',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'056754',b'040',b'0',b'0',b'010',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'056778',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,97.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'056955',b'011',b'2',b'2',,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,120000.0,,,,5.0,6.0,8.0,,,,,,,1.0,2.0,100000.0,,,,50.0,1.0,,,,5.0,6.0,8.0,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,8.0,5.0,6.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,1.0,,1.0,12.0,1.0
b'056966',b'040',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'056991',b'030',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,8.0,1.0
b'056991',b'031',b'2',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,30000.0,,,,91.0,4.0,,,,,,,,1.0,,,,,,190.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'057026',b'021',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,50000.0,,,,5.0,7.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,2.0,1.0,1.0
b'057093',b'010',b'0',b'0',,1.0,1.0,1.0,2.0,1.0,1.0,99.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,,1.0,4.0,,,,93.0,,,,,,1.0,1.0,,,,,,,,,,,,3.0,7.0,1.0
b'057099',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,999999998.0,25001.0,49999.0,,3.0,5.0,,,,,,,,1.0,2.0,9999998.0,2501.0,24999.0,,20.0,1.0,,,,3.0,5.0,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'057117',b'010',b'0',b'0',b'020',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'057117',b'020',b'0',b'0',b'010',5.0,5.0,5.0,1.0,1.0,1.0,9.0,3.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,9.0,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'057184',b'030',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,18000.0,,,,99.0,,,,,,,,,1.0,2.0,18000.0,,,,99999.0,,101.0,99999996.0,99.0,99.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057226',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,50000.0,,,,97.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'057227',b'010',b'0',b'0',b'020',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8000.0,,,,91.0,,,,,,,,,1.0,,,,,,99998.0,,21.0,49.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'057227',b'020',b'0',b'0',b'010',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,20000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'057246',b'040',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'057253',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057284',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5000.0,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,5.0,1.0
b'057296',b'010',b'0',b'0',b'020',5.0,5.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,5.0,,,,,,,,5.0,1.0,2.0,8000.0,,,,97.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'057296',b'020',b'0',b'0',b'010',1.0,1.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,2.0,15000.0,,,,93.0,,,,,,,,,1.0,1.0,5000.0,,,,17.0,1.0,,,,93.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'057297',b'040',b'0',b'0',b'041',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'057297',b'041',b'0',b'0',b'040',1.0,5.0,5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,30000.0,,,,97.0,,,,,,,,,1.0,,,,,,217.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057338',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,1.0,93.0,,,,,,,,5.0,1.0,3.0,20000.0,,,,3.0,5.0,,,,,,,,1.0,1.0,3000.0,,,,0.0,,,,,93.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'057341',b'010',b'2',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,999999998.0,2501.0,24999.0,,9.0,97.0,,,,,,,,1.0,3.0,9999998.0,2500.0,2500.0,,99998.0,,101.0,199.0,,9.0,97.0,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'057341',b'040',b'1',b'1',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,4000.0,,,,3.0,5.0,97.0,,,,,,,1.0,,,,,,21.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'057341',b'042',b'6',b'6',,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'057364',b'010',b'0',b'0',b'040',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,15000.0,,,,3.0,6.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,3.0,6.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057364',b'040',b'0',b'0',b'010',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,6.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057396',b'020',b'2',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'057506',b'010',b'1',b'1',b'011',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,91.0,,,,,,,,,1.0,,,,,,62.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,3.0,4.0,,,4.0,9.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'057506',b'011',b'1',b'1',b'010',1.0,5.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,,,,,,,,,,5.0,1.0,1.0,999999998.0,0.0,99999996.0,98.0,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,9999998.0,0.0,99999996.0,98.0,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,9.0,10.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'057506',b'041',b'5',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,30000.0,,,,9.0,,,,,,,,,1.0,2.0,30000.0,,,,200.0,1.0,,,,9.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,9.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,1.0,9.0,1.0
b'057511',b'010',b'0',b'0',b'040',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,91.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,1.0,10000.0,,,,5.0,,,,,,,,,1.0,1.0,1.0,3.0,4.0,,,93.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'057511',b'040',b'0',b'0',b'010',1.0,1.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,50000.0,,,,91.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'057612',b'030',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'057624',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,6000.0,,,,3.0,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'057627',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,999999998.0,0.0,2499.0,,3.0,12.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'057629',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,8000.0,,,,3.0,97.0,,,,,,,,1.0,2.0,8000.0,,,,31.0,1.0,,,,3.0,97.0,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,3.0,1.0
b'057630',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'057644',b'010',b'0',b'0',b'040',5.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,,1.0,3.0,5.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,8.0,1.0
b'057644',b'040',b'0',b'0',b'010',1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3500.0,,,,91.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,,1.0,3.0,5.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,7.0,1.0
b'057669',b'040',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'057714',b'040',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,5.0,5.0,,,,,,,,,5.0,1.0,1.0,37500.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,3.0,1.0
b'057717',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,2.0,15000.0,,,,3.0,,,,,,,,,1.0,2.0,15000.0,,,,99998.0,,100.0,100.0,,3.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057721',b'030',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,25000.0,,,,94.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,8.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'057743',b'012',b'5',b'5',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,90000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'057792',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,30000.0,,,,3.0,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'057894',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,999999999.0,0.0,99999996.0,99.0,94.0,,,,,,,,,1.0,9.0,9999999.0,0.0,99999996.0,99.0,99999.0,,101.0,99999996.0,99.0,98.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,98.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'057898',b'020',b'0',b'0',,1.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,9.0,1.0,99.0,,,,,,,,,,1.0,9.0,,,,,,,,,,1.0,,1.0,4.0,1.0
b'057941',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'057946',b'010',b'0',b'0',b'011',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,30000.0,,,,91.0,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,3.0,4.0,,,4.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'057946',b'011',b'0',b'0',b'010',1.0,1.0,1.0,1.0,1.0,1.0,9.0,,,,,,,,,,,1.0,9.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'058049',b'010',b'2',b'2',,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0
b'058049',b'040',b'1',b'1',b'041',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,7.0,1.0
b'058049',b'041',b'1',b'1',b'040',1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,7.0,1.0
