HHID,PN,RSUBHH,QSUBHH,RPN_SP,RCSR,RFAMR,RFINR,RT001,RT002,RT003,RT004M1,RT004M2,RT004M3,RT004M4,RT004M5,RT004M6,RT004M7,RT004M8,RT004M9,RT004M10,RT005,RT006,RT007M1,RT007M2,RT007M3,RT007M4,RT007M5,RT007M6,RT007M7,RT007M8,RT008,RT011,RT012,RT013,RT014,RT015,RT016,RT017M1,RT017M2,RT017M3,RT017M4,RT017M5,RT017M6,RT017M7,RT017M8,RT017M9,RT018,RT019,RT020,RT021,RT022,RT023,RT024,RT025,RT026,RT027,RT028,RT029M1,RT029M2,RT029M3,RT029M4,RT029M5,RT029M6,RT029M7,RT031,RT032,RT033,RT034,RT035,RT036,RT037,RT038,RT039,RT040,RT041,RT042,RT043,RT044,RT252,RT245,RT246,RT247M1,RT247M2,RT247M3,RT247M4,RT248M1,RT248M2,RT248M3,RT248M4,RT248M5,RT248M6,RT250,RT251,RT254,RT255,RT256M1,RT256M2,RT256M3,RT257,RT258M1,RT258M2,RT258M3,RT047,RCOVFLAG,RTMODE,RVDATE,RVERSION
b'917947',b'010',b'0',b'0',b'020',1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,,,,,,1.0,1.0,93.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'917947',b'020',b'0',b'0',b'010',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'917954',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'917963',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,230000.0,,,,3.0,5.0,94.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'917973',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1000.0,,,,1.0,7.0,1.0,26.0,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'917989',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'918060',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,40000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,9.0,1.0
b'918060',b'020',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,30000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,-8.0,25001.0,49999.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,1.0
b'918062',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,,,,,5.0,1.0,2.0,999999999.0,50001.0,249999.0,,3.0,,,,,,,,,1.0,2.0,9999999.0,50001.0,249999.0,,70.0,1.0,,,,3.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'918071',b'020',b'2',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918080',b'010',b'0',b'0',b'020',1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0
b'918080',b'020',b'0',b'0',b'010',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,999999998.0,50000.0,50000.0,,5.0,3.0,9.0,8.0,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918088',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918096',b'010',b'0',b'0',b'020',5.0,1.0,5.0,1.0,1.0,1.0,7.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,1.0,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,7.0,1.0
b'918096',b'020',b'0',b'0',b'010',1.0,5.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,,1.0,3.0,,,,,,,,,,1.0,5.0,,,,,,,,,,,,3.0,7.0,1.0
b'918099',b'010',b'0',b'0',b'020',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,200000.0,,,,3.0,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0
b'918099',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100000.0,,,,91.0,3.0,5.0,,,,,,,1.0,,,,,,60.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,3.0,4.0,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,4.0,1.0
b'918113',b'010',b'1',b'1',b'011',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'918113',b'011',b'1',b'1',b'010',1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'918119',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,150000.0,,,,91.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,9.0,1.0
b'918130',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918138',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'918201',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,100000.0,,,,3.0,,,,,,,,,1.0,1.0,50000.0,,,,312.0,2.0,,,,3.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918253',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918270',b'010',b'0',b'0',b'020',1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'918270',b'020',b'0',b'0',b'010',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,3.0,1.0
b'918277',b'010',b'1',b'1',b'011',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,17000.0,,,,93.0,,,,,,,,,1.0,1.0,10000.0,,,,62.0,1.0,,,,3.0,93.0,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918277',b'011',b'1',b'1',b'010',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,999999999.0,250001.0,99999996.0,,99.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918295',b'010',b'0',b'0',b'020',5.0,1.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,1.0
b'918295',b'020',b'0',b'0',b'010',1.0,5.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0
b'918311',b'010',b'0',b'0',b'020',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,6.0,5.0,,,,,,,,1.0,,,,,,48.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918311',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'918312',b'010',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,15000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'918312',b'020',b'2',b'2',b'021',1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,200000.0,,,,93.0,97.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,7.0,1.0
b'918312',b'021',b'2',b'2',b'020',5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,150000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,7.0,1.0
b'918318',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5000.0,,,,97.0,,,,,,,,,1.0,,,,,,13.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'918327',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,2.0,,1.0,1.0,1.0
b'918331',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,3.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'918364',b'010',b'0',b'0',b'020',1.0,1.0,5.0,1.0,1.0,1.0,93.0,3.0,5.0,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,50000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,1.0
b'918364',b'020',b'0',b'0',b'010',3.0,5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,500000.0,,,,91.0,5.0,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,13.0,1.0
b'918370',b'010',b'0',b'0',b'020',1.0,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,1.0
b'918370',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,150000.0,,,,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918371',b'010',b'0',b'0',b'020',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918371',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918388',b'010',b'0',b'0',b'020',5.0,1.0,5.0,3.0,1.0,1.0,8.0,6.0,3.0,5.0,,,,,,,5.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,7.0,1.0
b'918388',b'020',b'0',b'0',b'010',1.0,5.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,7.0,1.0
b'918413',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918413',b'020',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918444',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,80000.0,,,,93.0,,,,,,,,,1.0,1.0,9999998.0,25000.0,25000.0,,105.0,1.0,,,,93.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,93.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'918469',b'010',b'0',b'0',b'020',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,50000.0,,,,91.0,3.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918469',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,500000.0,,,,91.0,3.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918507',b'010',b'0',b'0',,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,30000.0,,,,91.0,,,,,,,,,1.0,2.0,30000.0,,,,150.0,1.0,,,,91.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,7.0,1.0
b'918517',b'010',b'0',b'0',b'011',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,7.0,1.0
b'918517',b'011',b'0',b'0',b'010',1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'918529',b'020',b'2',b'2',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,20000.0,,,,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918537',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30000.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918540',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,25000.0,,,,3.0,6.0,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'918575',b'010',b'0',b'0',b'020',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'918575',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'918579',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,92000.0,,,,3.0,,,,,,,,,1.0,1.0,42000.0,,,,155.0,1.0,,,,3.0,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918590',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,66000.0,,,,3.0,5.0,7.0,91.0,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,66000.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,11.0,1.0
b'918590',b'020',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'918591',b'010',b'0',b'0',b'020',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5000.0,,,,4.0,,,,,,,,,1.0,,,,,,76.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918591',b'020',b'0',b'0',b'010',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,91.0,,,,,,,,,1.0,,,,,,21.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918637',b'010',b'0',b'0',,1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,2.0,1.0
b'918662',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20000.0,,,,97.0,,,,,,,,,1.0,,,,,,120.0,1.0,,,,,,,,,,,5.0,,,,,1.0,30000.0,,,,1.0,1.0,1.0,200.0,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,3.0,1.0
b'918669',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,50000.0,,,,3.0,94.0,,,,,,,,1.0,,,,,,117.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,3.0,9.0,1.0
b'918670',b'010',b'0',b'0',b'020',1.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,75000.0,,,,91.0,97.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918670',b'020',b'0',b'0',b'010',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,85000.0,,,,91.0,97.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'918672',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,999999999.0,0.0,24999.0,99.0,91.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,1.0,9999999.0,0.0,99999996.0,99.0,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'918690',b'011',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,2.0,250000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'918696',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'918737',b'010',b'0',b'0',b'020',5.0,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,650000.0,,,,91.0,,,,,,,,,1.0,1.0,150000.0,,,,75.0,1.0,,,,91.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918737',b'020',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,700000.0,,,,91.0,,,,,,,,,1.0,3.0,700000.0,,,,275.0,1.0,,,,91.0,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918793',b'010',b'0',b'0',b'020',1.0,1.0,5.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,-8.0,-8.0,-8.0,,,,,,,,,,,-8.0,,,,,,,,,,,,,3.0,7.0,1.0
b'918793',b'020',b'0',b'0',b'010',3.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'918797',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,30000.0,,,,7.0,9.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
